showid,name,season,release_year,episode_count
81280792,LEGO Ninjago,Season 3 Part 1 - The Island,2021,4
81280792,LEGO Ninjago,Season 3 Part 2 - Seabound,2020,16
81280792,LEGO Ninjago,Season 4 Crystallized - Part 1,2022,12
81280792,LEGO Ninjago,Season 4 Crystallized - Part 2,2022,18
81070963,Chief of Staff,Season 1,2019,10
81070963,Chief of Staff,Season 2,2019,10
81011508,Life,Season 1,2018,16
81079322,Dollar,Season 1,2019,15
81342716,Cheat,Season 1,2023,12
80141782,Hip-Hop Evolution,Season 4,2020,4
80141782,Hip-Hop Evolution,Season 3,2019,4
80141782,Hip-Hop Evolution,Season 2,2018,4
80141782,Hip-Hop Evolution,Season 1,2016,4
80216665,Rhythm + Flow,Season 1,2019,10
80997174,Ladies First: A Story of Women in Hip-Hop,Season 1,2023,4
81324674,Journey of an African Colony,Season 1,2018,7
81422607,Only Jokes Allowed,Season 1,2022,6
81318872,Run On,Season 1,2020,16
81211266,Moment of Eighteen,Season 1,2019,16
81631102,Side Dish,Season 1,2018,4
81340910,Lovestruck in the City,Season 1,2020,17
81200228,The Untamed,Season 1,2019,50
81184735,Barbie Dreamhouse Adventures: Go Team Roberts,Season 1,2019,13
81184735,Barbie Dreamhouse Adventures: Go Team Roberts,Season 2,2020,13
81031262,Man Like Mobeen,Season 1,2017,4
81031262,Man Like Mobeen,Season 2,2019,4
81031262,Man Like Mobeen,Season 3,2020,5
81249713,Sneakerheads,Season 1,2020,6
81329144,Detention,Season 1,2020,8
81223641,Whispers,Season 1,2020,8
81405684,My Way,Season 1,2015,30
81317085,The Platform,Season 1,2020,12
81317085,The Platform,Season 2,2020,8
81317085,The Platform,Season 3,2021,8
81478211,BoBoiBoy,Season 1,2011,13
81478211,BoBoiBoy,Season 2,2012,13
81478211,BoBoiBoy,Season 3,2014,26
81479836,BoBoiBoy Galaxy,Season 1,2016,24
81480111,Tobot Galaxy Detectives,Season 1,2018,52
81480111,Tobot Galaxy Detectives,Season 2,2020,48
81480111,Tobot Galaxy Detectives,TOBOT Galaxy Detectives: Swag’s Secret,2019,20
80176265,Oddbods,Season 1,2020,20
81687083,Transformers Earthspark,Season 1,2022,18
80991329,Larva Island,Season 1,2018,13
80991329,Larva Island,Season 2,2019,13
81208888,Once Upon A Time In Lingjian Mountain,Season 1,2019,37
80204889,Dating Around,Season 2,2020,6
80204889,Dating Around,Season 1,2019,6
80190519,Giri / Haji,Season 1,2019,8
80242950,Smoking,Season 1,2018,12
80176872,Little Baby Bum: Nursery Rhyme Friends,Season 1,2016,3
80176872,Little Baby Bum: Nursery Rhyme Friends,Season 2,2019,5
70285368,Rita,Season 1,2012,8
70285368,Rita,Season 2,2013,8
70285368,Rita,Season 3,2015,8
70285368,Rita,Season 4,2017,8
70285368,Rita,Season 5,2020,8
81002951,Love and Fortune,Season 1,2018,12
81597507,Skeleton Knight in Another World,Season 1,2022,12
81666082,The Unusual Suspects,Season 1,2021,4
81325437,Masameer Classics,Masameer: Season 4,2011,10
81325437,Masameer Classics,Masameer: Season 3,2011,10
81325437,Masameer Classics,Masameer: Season 2,2011,10
81325437,Masameer Classics,Season 1,2011,10
81216119,J-Style Trip,Season 1,2020,13
81216119,J-Style Trip,Season 2,2023,8
81095953,Twogether,Season 1,2020,8
81594273,I'm Quitting Heroing,Season 1,2022,12
81061754,Kaguya-sama: Love Is War,Kaguya-sama: Love Is War,2019,12
81061754,Kaguya-sama: Love Is War,Kaguya-sama: Love Is War?,2020,13
81061754,Kaguya-sama: Love Is War,Kaguya-sama: Love Is War -Ultra Romantic-,2022,13
81061754,Kaguya-sama: Love Is War,Kaguya-sama: Love Is War - The First Kiss That Never Ends,2023,4
80987063,Fruits Basket,1st season,2019,25
80987063,Fruits Basket,Fruits Basket The Final,2021,13
81618733,The Yakuza's Guide to Babysitting,Season 1,2022,12
81686705,A Nation of Banchan,Season 1,2023,2
81607869,A Nation of Broth,Season 1,2022,3
80991060,Flavorful Origins,Gansu Cuisine,2020,10
80991060,Flavorful Origins,Yunnan Cuisine,2019,10
80991060,Flavorful Origins,Chaoshan Cuisine,2019,20
81347666,Korean Pork Belly Rhapsody,Season 1,2020,2
81249665,Street Food: USA,Season 1,2022,6
81473623,Hanwoo Rhapsody,Season 1,2021,2
81134160,Midnight Asia: Eat · Dance · Dream,Season 1,2022,6
81473619,Korean Cold Noodle Rhapsody,Season 1,2021,2
81292981,Chef's Table: Pizza,Season 1,2022,6
81249660,Street Food: Latin America,Season 1,2020,6
81137134,Find Yourself,Season 1,2019,41
81073424,You Cannot Hide,Season 1,2020,10
81506727,Masquerade,Season 1,1979,11
70205014,Ouran High School Host Club,Season 1,2006,26
80236253,From Me to You: Kimi ni Todoke,From Me to You: Kimi ni Todoke,2009,25
80236253,From Me to You: Kimi ni Todoke,Season 2,2011,13
81507677,Catch! Teenieping,Catch! Teenieping,2020,52
81507677,Catch! Teenieping,Twinkle Catch! Teenieping,2021,26
80228274,Teasing Master Takagi-san,Season 1,2019,12
80997687,Dracula,Season 1,2020,3
80075595,Voltron: Legendary Defender,Season 3,2017,7
80075595,Voltron: Legendary Defender,Season 4,2017,6
80075595,Voltron: Legendary Defender,Season 5,2018,6
80075595,Voltron: Legendary Defender,Season 6,2018,7
80075595,Voltron: Legendary Defender,Season 7,2018,13
80075595,Voltron: Legendary Defender,Season 8,2018,13
80191075,Equestria Girls: Tales of Canterlot High,Season 1,2017,3
81568357,Rebel Cheer Squad: A Get Even Series,Season 1,2022,8
81176966,KAKEGURUI TWIN,Season 1,2022,6
81008021,My Holo Love,Season 1,2020,12
70230165,Rosario + Vampire,Season 1,2008,13
70230165,Rosario + Vampire,Capu2,2008,13
80179762,She-Ra and the Princesses of Power,Season 1,2018,13
80179762,She-Ra and the Princesses of Power,Season 2,2019,7
80179762,She-Ra and the Princesses of Power,Season 3,2019,6
80179762,She-Ra and the Princesses of Power,Season 4,2019,13
80179762,She-Ra and the Princesses of Power,Season 5,2020,13
81109061,Mind Your Manners,Season 1,2022,6
81406124,Easy-Bake Battle: The Home Cooking Competition,Season 1,2022,8
81038987,Skin Decision: Before and After,Season 1,2020,8
80152118,Medici,Masters of Florence,2016,8
80152118,Medici,The Magnificent,2018,8
80152118,Medici,The Magnificent: Part 2,2019,8
81393633,Transformers: War for Cybertron: Earthrise,Season 1,2020,6
81393636,Transformers: War for Cybertron: Kingdom,Season 1,2021,6
81514417,Memories of Love,Season 1,2018,30
81108280,Somewhere Only We Know,Season 1,2019,24
70303289,The Fierce Wife,Season 1,2010,39
80993627,Unrequited Love,Season 1,2019,24
80044965,Puffin Rock,Season 1,2015,13
80044965,Puffin Rock,Season 2,2016,13
80213643,Chip and Potato,Season 1,2019,10
80213643,Chip and Potato,Season 2,2019,10
80213643,Chip and Potato,Season 3,2022,6
80213643,Chip and Potato,Season 4,2022,6
80097036,ALVINNN!!! And the Chipmunks,Season 1,2015,26
80097036,ALVINNN!!! And the Chipmunks,Season 2,2016,26
80097036,ALVINNN!!! And the Chipmunks,Season 3,2017,26
80097036,ALVINNN!!! And the Chipmunks,Season 4,2019,26
80020935,Octonauts,Season 1,2010,27
80020935,Octonauts,Season 2,2012,13
81615858,Story Time Book: Read-Along,Season 1,2018,8
80063705,Word Party,Season 1,2016,14
80063705,Word Party,Season 2,2016,12
80063705,Word Party,Season 3,2017,14
80063705,Word Party,Season 4,2020,10
80063705,Word Party,Season 5,2021,10
81336334,Word Party Presents: Math!,Season 1,2021,10
81096893,Brown and Friends,Season 1,2022,18
81286920,Sunny Bunnies,Season 5,2020,26
81286920,Sunny Bunnies,Season 6,2022,26
81416349,Pui Pui Molcar,Season 1,2021,4
81416349,Pui Pui Molcar,Pui Pui Molcar Driving School,2022,4
70286809,Zig & Sharko,Season 2,2016,26
70286809,Zig & Sharko,Season 3,2019,78
81280732,LEGO: City Adventures,Season 1,2019,20
81280732,LEGO: City Adventures,Season 2,2020,20
81280732,LEGO: City Adventures,Season 3,2021,22
81280732,LEGO: City Adventures,Season 4,2023,20
81628818,LEGO® DREAMZzz,Season 1,2023,20
81033141,Mighty Express,Season 1,2020,10
81033141,Mighty Express,Season 2,2021,8
81033141,Mighty Express,Season 3,2021,8
81033141,Mighty Express,Season 4,2021,4
81033141,Mighty Express,Season 5,2021,4
81033141,Mighty Express,Season 6,2022,4
81033141,Mighty Express,Season 7,2022,6
80142000,Tayo The Little Bus,Season 4,2016,13
80142000,Tayo The Little Bus,Season5,2018,26
80142000,Tayo The Little Bus,Season 6,2021,26
81639611,Robocar POLI Safety Series,Season 1,2011,24
81099976,Titipo Titipo,Season 1,2018,13
81099976,Titipo Titipo,Season 2,2019,13
81095076,Sea of Love,Season 1,2022,15
70206898,Thomas and Friends,Season 23,2019,20
70206898,Thomas and Friends,Season 24,2020,20
81364887,Heaven Official's Blessing,Season 1,2020,13
81365011,Legend of Exorcism,Season 1,2020,13
81196818,Cautious Hero: The Hero Is Overpowered but Overly Cautious,Season 1,2019,12
81194192,Welcome to Demon School!  Iruma-kun,Season 1,2019,23
81194192,Welcome to Demon School!  Iruma-kun,Season 2,2021,21
81194192,Welcome to Demon School!  Iruma-kun,Season 3,2022,21
81648397,Qi Refining for 3000 Years,Season 1,2022,16
80117557,Messiah,Season 1,2020,10
80213536,Mob Psycho 100,Season 1,2018,12
80189898,Osmosis,Season 1,2019,8
80988860,If I Hadn't Met You,Season 1,2018,10
81192594,Power Rangers Beast Morphers,Season 1,2020,22
81312606,Miniforce: Super Dino Power,Season 1,2020,52
80986797,Forest of Piano,Season 1,2018,12
80986797,Forest of Piano,Season 2,2019,12
81054849,The Disastrous Life of Saiki K.: Reawakened,Season 1,2019,6
80135414,The Mist,Season 1,2017,10
80211136,Secret City,Secret City,2016,6
80211136,Secret City,Under the Eagle,2016,6
80199029,The One,Season 1,2021,8
81483047,Oats Studios,Season 1,2017,10
80209184,Freud,Season 1,2020,8
81229694,Welcome to Waikiki 2,Season 1,2019,16
81194153,So Not Worth It,Season 1,2021,12
80231373,Ultraman,Season 1,2019,13
80231373,Ultraman,Season 2,2022,6
80231373,Ultraman,Season 3,2023,12
81233770,Reunited Worlds,Season 1,2017,20
80223368,Gigantosaurus,Season 1,2017,52
80227574,You vs. Wild,Season 1,2019,8
81599270,T-Rex Ranch,Season 1,2021,18
80093324,The Empress Ki,Season 1,2013,51
81374392,DRAGON QUEST The Adventure of Dai,Season 1,2020,50
81144925,When the Camellia Blooms,Season 1,2019,20
81042191,Warm and Cozy,Season 1,2015,16
81279126,Angel's Last Mission: Love,Season 1,2019,16
81137088,The Great Heist,Season 1,2020,6
81225069,The Last Empress,Season 1,2018,26
80198511,Dancing Queen,Season 1,2018,8
81199095,Metal Shop Masters,Season 1,2021,6
80215147,Blown Away,Season 1,2019,10
80215147,Blown Away,Season 2,2021,10
80215147,Blown Away,Season 3,2022,10
81094767,Dance Monsters,Season 1,2022,8
81024999,Sing On!,Season 1,2020,8
81620052,Model,Season 1,2020,10
80204364,Styling Hollywood,Season 1,2019,8
80217627,Interior Design Masters,Season 1,2018,8
80005772,Rabbids Invasion,Season 1,2018,26
80179782,The Epic Tales of Captain Underpants,Season 1,2018,13
80179782,The Epic Tales of Captain Underpants,Season 2,2019,13
80179782,The Epic Tales of Captain Underpants,Season 3,2019,13
80171965,Dave Chappelle,Season 1,2017,2
80230402,Dave Chappelle: Equanimity & The Bird Revelation,Season 1,2017,2
81570092,Taarak Mehta Kka Chhota Chashmah,Season 1,2021,40
81570092,Taarak Mehta Kka Chhota Chashmah,Season 2,2021,40
80194558,Selection Day,Season 1,2018,12
81029884,The Sound of Your Heart: Reboot,Season 1,2018,10
81029884,The Sound of Your Heart: Reboot,Season 2,2018,10
80242156,Sleepless Society: Two Pillows & A Lost Soul,Season 1,2020,13
81080761,The Unremarkable Juanquini,Season 1,2020,7
81080761,The Unremarkable Juanquini,Season 2,2021,8
81004536,Bombay Begums,Season 1,2021,6
70304718,LEGO: Friends,Season 1,2017,7
80058427,LEGO Friends: The Power of Friendship,Season 1,2016,2
80058427,LEGO Friends: The Power of Friendship,Season 2,2016,2
81587731,LEGO Friends: Heartlake Stories,Season 1,2022,4
81108694,Million Dollar Beach House,Season 1,2020,6
81425251,Designing Miami,Season 1,2022,8
81088239,Dream Home Makeover,Season 1,2020,6
81088239,Dream Home Makeover,Season 2,2021,6
81088239,Dream Home Makeover,Season 3,2022,6
81088239,Dream Home Makeover,Season 4,2022,6
81074133,Buy My House,Season 1,2022,6
80245450,GHOUL,Season 1,2018,3
80203254,Rust Valley Restorers,Season 1,2019,8
80203254,Rust Valley Restorers,Season 2,2020,6
80203254,Rust Valley Restorers,Season 3,2020,6
81470327,Battlebots,Season 1,2022,20
80171561,Shot in the Dark,Season 1,2017,8
81175716,Motel Makeover,Season 1,2021,6
80201870,Stay Here,Season 1,2018,8
80209379,Tidying Up with Marie Kondo,Season 1,2019,8
80184067,Amazing Interiors,Season 1,2018,12
81211234,The Wind Blows,Season 1,2019,16
80198794,Re:Mind,Season 1,2017,13
81059942,JU-ON: Origins,Season 1,2020,6
81345582,Pororo Singalong show NEW1,Season 1,2018,3
81345587,Tayo's Singalong Show,Season 1,2013,3
80036747,Pororo - The Little Penguin,시즌4,2012,13
80036747,Pororo - The Little Penguin,Season 5,2013,13
80036747,Pororo - The Little Penguin,Season 7,2020,13
81332264,Blippi,Blippi's Adventures: Season 1,2021,28
81332264,Blippi,Blippi's Adventures: Season 2,2022,20
81128389,Emily's Lab,Season 1,2020,10
81599297,Gecko's Garage - 3D,Season 1,2022,5
81599297,Gecko's Garage - 3D,Season 2,2022,3
81513454,Platinum End,Season 1,2021,24
80007226,Hellsing,Season 1,2001,13
80997339,Sirius the Jaeger,Season 1,2018,12
81506856,Hotaru no Hikari: It's Only A Little Light In My Life,Season 1,2007,10
81506856,Hotaru no Hikari: It's Only A Little Light In My Life,Season 2,2010,11
81351524,Pitta Kathalu,Season 1,2020,4
81415947,Let's Fight Ghost,Season 1,2021,16
81265003,Unlucky Ploy,Season 1,2020,16
81415945,Let's Eat,Season 1,2021,16
81026095,Immortals,Season 1,2018,8
80215086,Brainchild,Season 1,2018,13
80115341,Spy Kids: Mission Critical,Season 1,2018,10
80115341,Spy Kids: Mission Critical,Season 2,2018,10
81410164,Daddy is My Classmate,Season 1,2020,7
81568922,Prince of Legend,Season 1,2018,10
80132738,Samurai Gourmet,Season 1,2017,12
80996957,Back Street Girls -GOKUDOLS-,Season 1,2018,10
80990073,Bad Boy Billionaires: India,Season 1,2020,3
80118100,Dirty Money,Season 2,2020,5
80118100,Dirty Money,Season 1,2018,6
80198288,Salt Fat Acid Heat,Season 1,2018,4
80170368,Ugly Delicious,Season 2,2020,4
80170368,Ugly Delicious,Season 1,2018,8
81028317,The Chef Show,Season 2 - Volume 1,2020,5
81028317,The Chef Show,Season 1 - Volume 3,2020,6
81028317,The Chef Show,Season 1 - Volume 2,2019,6
81028317,The Chef Show,Season 1 - Volume 1,2019,8
81292974,Chef's Table: BBQ,Season 1,2020,4
80128096,Chef's Table: France,Season 1,2016,4
81443720,The Future Diary,Season 1,2021,8
81443720,The Future Diary,Season 2,2022,9
80212301,Terrace House: Opening New Doors,Part 1,2017,8
80212301,Terrace House: Opening New Doors,Part 2,2018,8
80212301,Terrace House: Opening New Doors,Part 3,2018,8
80212301,Terrace House: Opening New Doors,Part 4,2018,8
80212301,Terrace House: Opening New Doors,Part 5,2018,8
80212301,Terrace House: Opening New Doors,Part 6,2018,9
80131479,Terrace House: Aloha State,Part 1,2016,8
80131479,Terrace House: Aloha State,Part 2,2017,8
80131479,Terrace House: Aloha State,Part 3,2017,8
80131479,Terrace House: Aloha State,Part 4,2017,12
81077065,Terrace House: Tokyo 2019-2020,Part 1,2019,12
81077065,Terrace House: Tokyo 2019-2020,Part 2,2019,7
81002451,My Husband Won't Fit,Season 1,2019,10
81308413,A Suitable Boy,Season 1,2020,6
80102160,Stories by Rabindranath Tagore,Season 1,2015,26
81346818,The Devil Punisher,Season 1,2020,20
80170687,Million Yen Women,Season 1,2017,12
81713989,Riding a Unicorn,Season 1,2022,10
81477606,In Search of The Frog Boys,Season 1,2019,2
81620228,The Big Boss: A 21st Century Criminal,Season 1,2019,2
80065491,Captive,Season 1,2016,8
81189092,Signs,Season 1,2018,8
81189092,Signs,Season 2,2020,8
81020066,Mighty Little Bheem: Diwali,Season 1,2019,3
81506279,Old Enough!,Season 2,2008,10
81506279,Old Enough!,Season 1,2013,20
81006858,Floor Is Lava,Season 3,2022,5
81006858,Floor Is Lava,Season 2,2022,5
81006858,Floor Is Lava,Season 1,2020,10
80189648,Hyperdrive,Season 1,2019,10
80224161,Ultimate Beastmaster Great Britain,Season 1,2018,9
80207066,Flinch,Season 1,2019,10
80214339,Puerta 7,Season 1,2020,8
80195378,Haunted,Season 3,2021,6
80195378,Haunted,Season 2,2019,6
80195378,Haunted,Season 1,2018,6
81019792,Bloodride,Season 1,2020,6
81050394,Hong Kong West Side Stories,Season 1,2018,12
80075820,Trollhunters: Tales of Arcadia,Part 1,2016,26
80075820,Trollhunters: Tales of Arcadia,Part 2,2017,13
80075820,Trollhunters: Tales of Arcadia,Part 3,2018,13
80039394,Dragons: Race to the Edge,Season 1,2015,13
80039394,Dragons: Race to the Edge,Season 2,2016,13
80039394,Dragons: Race to the Edge,Season 3,2016,13
80039394,Dragons: Race to the Edge,Season 4,2017,13
80039394,Dragons: Race to the Edge,Season 5,2017,13
80039394,Dragons: Race to the Edge,Season 6,2018,13
81177545,Hyena,Season 1,2019,16
81082781,The Writer,Season 1,2019,30
80145087,Rapture,Season 1,2018,8
80203144,The Last Dance,Season 1,2020,10
81034518,High on the Hog: How African American Cuisine Transformed America,Season 2,2023,4
81034518,High on the Hog: How African American Cuisine Transformed America,Season 1,2021,4
80109535,The Cuba Libre Story,Season 1,2015,8
80219054,Amend: The Fight for America,Season 1,2021,6
80223138,The Comedy Lineup,Part 2,2018,8
80223138,The Comedy Lineup,Part 1,2018,8
80073432,Still Game,Season 1,2002,6
80073432,Still Game,Season 2,2003,9
80073432,Still Game,Season 3,2004,6
80073432,Still Game,Season 4,2005,6
80073432,Still Game,Season 5,2006,7
80073432,Still Game,Season 6,2007,7
80073432,Still Game,Season 7,2016,6
80073432,Still Game,Season 8,2017,6
80073432,Still Game,Season 9,2018,6
81288010,Bread Barbershop,Season 1,2020,39
81288010,Bread Barbershop,Season 2,2020,26
81288010,Bread Barbershop,Season 3,2021,27
81313783,Larva Family,Season 1,2023,9
80220207,The Trials of Gabriel Fernandez,Season 1,2020,6
81144196,Dating Around: Brazil,Season 1,2020,6
81153751,SCAMS,Season 1,2019,9
81435566,Little Baby Bum: Music Time,Season 1,2023,9
81648185,No Doubt in Us,Season 1,2021,24
81648185,No Doubt in Us,Season 2,2022,24
81648330,God Troubles Me,Season 1,2019,12
81648330,God Troubles Me,Season 2,2020,12
81648330,God Troubles Me,Season 3,2022,12
80190510,Magic for Humans,Season 3,2020,7
80190510,Magic for Humans,Season 2,2019,6
80190510,Magic for Humans,Season 1,2018,6
81705325,The Girl I Like Forgot Her Glasses,Season 1,2023,13
80194878,Scum's Wish,Season 1,2017,12
81648422,The Hot Life,Season 1,2019,7
81648415,My Wiggly Friend,Season 1,2021,5
81040704,Taco Chronicles,Cross the Border,2022,8
81040704,Taco Chronicles,Volume 2,2020,7
81040704,Taco Chronicles,Volume 1,2019,6
81742988,Captivating the King,Season 1,2024,4
80097141,Godless,Season 1,2017,7
81586657,Berlin,Season 1,,8
81222923,The Empress,Season 1,2022,6
81294811,Sonic Prime,Season 1,2022,8
81294811,Sonic Prime,Season 2,2023,8
81294811,Sonic Prime,Season 3,2024,7
81288370,That '90s Show,Season 1,2023,10
81327503,Pretty Smart,Season 1,2021,10
81037371,Emily in Paris,Season 1,2020,10
81037371,Emily in Paris,Season 2,2021,10
81037371,Emily in Paris,Season 3,2022,10
70155589,Community,Season 1,2009,25
70155589,Community,Season 2,2010,23
70155589,Community,Season 3,2011,22
70155589,Community,Season 4,2013,13
70155589,Community,Season 5,2014,13
70155589,Community,Season 6,2015,13
80050063,The Seven Deadly Sins,The Seven Deadly Sins,2014,24
80050063,The Seven Deadly Sins,Signs of Holy War,2016,4
80050063,The Seven Deadly Sins,Revival of The Commandments,2018,24
80050063,The Seven Deadly Sins,Imperial Wrath of the Gods,2019,24
80050063,The Seven Deadly Sins,Dragon's Judgement,2021,24
81564905,My Happy Marriage,Season 1,2023,12
81318888,Romantic Killer,Season 1,2022,12
80179190,Never Have I Ever,Season 1,2020,10
80179190,Never Have I Ever,Season 2,2021,10
80179190,Never Have I Ever,Season 3,2022,10
80179190,Never Have I Ever,Season 4,2023,10
80185171,Collateral,Season 1,2018,4
81025696,Ginny & Georgia,Season 1,2021,10
81025696,Ginny & Georgia,Season 2,2023,10
80136311,Anne with an E,Season 1,2017,7
80136311,Anne with an E,Season 2,2018,10
80136311,Anne with an E,Season 3,2019,10
81325501,The Makanai: Cooking for the Maiko House,Season 1,2023,9
81021929,Space Force,Season 1,2020,10
81021929,Space Force,Season 2,2022,7
80998491,After Life,Season 1,2019,6
80998491,After Life,Season 2,2020,6
80998491,After Life,Season 3,2022,6
81468289,BLOCKBUSTER,Season 1,2022,10
81516751,Cunk On Earth,Season 1,2023,5
80025384,Unbreakable Kimmy Schmidt,Season 1,2015,13
80025384,Unbreakable Kimmy Schmidt,Season 2,2016,13
80025384,Unbreakable Kimmy Schmidt,Season 3,2017,13
80025384,Unbreakable Kimmy Schmidt,Season 4,2018,12
81332052,Inside Man,Season 1,2022,4
80209013,Mr. Iglesias,Part 1,2019,10
80209013,Mr. Iglesias,Part 2,2020,6
80209013,Mr. Iglesias,Part 3,2019,5
81047664,The Crew,Season 1,2021,10
81008305,Inventing Anna,Season 1,2022,9
80211991,You,Season 1,2018,10
80211991,You,Season 2,2019,10
80211991,You,Season 3,2021,10
80211991,You,Season 4,2023,10
80117470,13 Reasons Why,Season 1,2017,13
80117470,13 Reasons Why,Season 2,2018,13
80117470,13 Reasons Why,Season 3,2019,13
80117470,13 Reasons Why,Season 4,2020,10
81295007,Back to 15,Season 1,2022,6
81295007,Back to 15,Season 2,2023,6
81295011,Junji Ito Maniac: Japanese Tales of the Macabre,Season 1,2023,12
81043571,High-Rise Invasion,Season 1,2021,12
81177634,Lookism,Season 1,2022,8
81193032,Johnny Test,Season 1,2021,20
81193032,Johnny Test,Season 2,2022,20
80117552,Ozark,Season 1,2017,10
80117552,Ozark,Season 2,2018,10
80117552,Ozark,Season 3,2020,10
80117552,Ozark,Season 4,2022,14
80025172,Narcos,Season 1,2015,10
80025172,Narcos,Season 2,2016,10
80025172,Narcos,Season 3,2017,10
80114855,MINDHUNTER,Season 1,2017,10
80114855,MINDHUNTER,Season 2,2019,9
80002479,Peaky Blinders,Season 1,2013,6
80002479,Peaky Blinders,Season 2,2014,6
80002479,Peaky Blinders,Season 3,2016,6
80002479,Peaky Blinders,Season 4,2017,6
80002479,Peaky Blinders,Season 5,2018,6
80002479,Peaky Blinders,Season 6,2022,6
80153467,Unbelievable,Season 1,2019,8
80235864,Bodyguard,Season 1,2018,6
80217669,Top Boy,Season 1,2019,10
80217669,Top Boy,Season 2,2022,8
80217669,Top Boy,Season 3,2023,6
70236561,Top Boy: Summerhouse,Series 1,2011,4
70236561,Top Boy: Summerhouse,Series 2,2011,4
80192098,Money Heist,Part 1,2017,13
80192098,Money Heist,Part 2,2017,9
80192098,Money Heist,Part 3,2019,8
80192098,Money Heist,Part 4,2020,8
80192098,Money Heist,Part 5,2021,10
81589046,I Woke Up A Vampire,Season 1,2023,8
81279322,Unicorn Academy,Season 1,2023,9
80220679,Fate: The Winx Saga,Season 1,2021,6
80220679,Fate: The Winx Saga,Season 2,2022,7
81231974,Wednesday,Season 1,2022,8
80057918,Lucifer,Season 1,2016,13
80057918,Lucifer,Season 2,2016,18
80057918,Lucifer,Season 3,2017,26
80057918,Lucifer,Season 4,2019,10
80057918,Lucifer,Season 5,2020,16
80057918,Lucifer,Season 6,2021,10
80238357,The Order,Season 1,2019,10
80238357,The Order,Season 2,2020,10
80223989,Chilling Adventures of Sabrina,Part 1,2018,11
80223989,Chilling Adventures of Sabrina,Part 2,2019,9
80223989,Chilling Adventures of Sabrina,Part 3,2020,8
80223989,Chilling Adventures of Sabrina,Part 4,2020,8
81258637,Half Bad: The Bastard Son & The Devil Himself,Season 1,2022,8
81213653,First Kill,Season 1,2022,8
81483827,From Me to You: Kimi ni Todoke,Season 1,2023,12
81509440,Business Proposal,Season 1,2022,12
81287562,DAHMER,Season 1,2022,10
80245103,Halston,Season 1,2021,5
81088617,Hollywood,Season 1,2020,7
80213445,Ratched,Season 1,2020,8
80241248,The Politician,Season 1,2019,8
80241248,The Politician,Season 2,2020,7
81380441,The Watcher,Season 1,2022,7
81243969,Yu Yu Hakusho,Season 1,2023,5
81239555,SHAMAN KING,Season 1,2021,52
80179831,JoJo's Bizarre Adventure,Phantom Blood/Battle Tendency,2012,26
80179831,JoJo's Bizarre Adventure,Stardust Crusaders,2014,48
80179831,JoJo's Bizarre Adventure,Diamond Is Unbreakable,2016,39
80179831,JoJo's Bizarre Adventure,Golden Wind,2018,39
80179831,JoJo's Bizarre Adventure,STONE OCEAN,2021,38
81215624,Onmyoji,Season 1,2023,13
80242531,The Cuphead Show!,Season 1,2022,12
80242531,The Cuphead Show!,Season 2,2022,13
80242531,The Cuphead Show!,Season 3,2022,11
81567028,Absolute Beginners,Season 1,2023,6
70242311,Orange Is the New Black,Season 1,2013,13
70242311,Orange Is the New Black,Season 2,2014,13
70242311,Orange Is the New Black,Season 3,2015,13
70242311,Orange Is the New Black,Season 4,2016,13
70242311,Orange Is the New Black,Season 5,2017,13
70242311,Orange Is the New Black,Season 6,2018,13
70242311,Orange Is the New Black,Season 7,2019,13
80117809,On My Block,Season 1,2018,10
80117809,On My Block,Season 2,2019,10
80117809,On My Block,Season 3,2020,8
80117809,On My Block,Season 4,2021,10
81059939,Heartstopper,Season 1,2022,8
81059939,Heartstopper,Season 2,2023,8
81222715,Man Vs Bee,Season 1,2022,9
81289456,Dive Club,Season 1,2021,12
81335124,The Bureau of Magical Things,Season 1,2018,20
81335124,The Bureau of Magical Things,Season 2,2021,20
80058852,Project Mc²,Part 1,2015,3
80058852,Project Mc²,Part 2,2016,6
80058852,Project Mc²,Part 3,2016,6
80058852,Project Mc²,Part 4,2017,1
80058852,Project Mc²,Part 5,2017,5
80058852,Project Mc²,Part 6,2017,5
80230534,Julie and the Phantoms,Season 1,2020,9
80134695,Free Rein,Season 1,2017,10
80134695,Free Rein,Season 2,2018,10
80134695,Free Rein,Season 3,2019,10
81422413,Gymnastics Academy: A Second Chance,Season 1,2022,10
80174285,Alexa & Katie,Part 1,2018,13
80174285,Alexa & Katie,Part 2,2018,10
80174285,Alexa & Katie,Part 3,2019,8
80174285,Alexa & Katie,Part 4,2020,8
81005407,The Baby-Sitters Club,Season 1,2020,10
81005407,The Baby-Sitters Club,Season 2,2021,8
80095435,Greenhouse Academy,Season 1,2017,12
80095435,Greenhouse Academy,Season 2,2018,12
80095435,Greenhouse Academy,Season 3,2019,8
80095435,Greenhouse Academy,Season 4,2020,8
81140282,Partner Track,Season 1,2022,10
81303831,The Lincoln Lawyer,Season 1,2022,10
81303831,The Lincoln Lawyer,Season 2,2023,10
81396545,The Recruit,Season 1,2022,8
70178217,House of Cards,Season 1,2013,13
70178217,House of Cards,Season 2,2014,13
70178217,House of Cards,Season 3,2015,13
70178217,House of Cards,Season 4,2016,13
70178217,House of Cards,Season 5,2017,13
70178217,House of Cards,Season 6,2018,8
80113647,Designated Survivor,Season 1,2016,21
80113647,Designated Survivor,Season 2,2017,22
